sta_code_h3;sta_label;sta_label_add;sta_type;sta_test_station;sta_monitor;sta_code_h2;sta_code_child;sta_code_parent;sta_comment;sta_city;sta_crs;sta_epsg;sta_kp;sta_altitude_staff_gauge;sta_date_altitude_ref;sta_date_start;sta_date_end;sta_publication_right;sta_time_data_gap;sta_time_discontinuity;sta_impact_local;sta_display_level;sta_dual_staff_gauge;sta_qual_lowflow;sta_qual_meanflow;sta_qual_highflow;sta_purpose;sta_comment_impact_local;sta_date_update;sit_code_h3;sta_main_prod_name;sta_main_prod_name_short;sta_main_prod_code;sta_x_l2e;sta_y_l2e;sta_x_l93;sta_y_l93;sta_x_w84;sta_y_w84;sta_x_l2e_snap;sta_y_l2e_snap;sta_x_l93_snap;sta_y_l93_snap;sta_x_w84_snap;sta_y_w84_snap;sta_area_snap;sta_altitude_snap;sta_territory
K298191001;La Dore à Dorat;NA;Standard station;FALSE;TRUE;K2981910;NA;NA;Station gérée par la DIREN Centre jusqu'en avril 2007;Dorat (63138);Lambert 93;2154;NA;279320;2021-05-11 15:28:00;1990-07-15 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Flood forecasting;NA;2021-05-11 15:28:00;K2981910;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;688567.947901062;2099632.29808952;737043;6532501;3.47769361034567;45.8911763297814;688513;2099649;736988;6532518;3.47699;45.89134;1522.4;279.2;Metropolitan France (mainland)
K315301001;L'Andelot à Loriges;NA;Standard station;FALSE;TRUE;K3153010;NA;NA;Station équipée d'une sonde de mesure de la température de l'eau depuis le 21/07/2010;Loriges (03148);Lambert 93;2154;NA;243440;2021-05-11 14:16:00;1969-06-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-10-08 13:40:00;K3153010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;677259.912749975;2141727.39680638;726101;6574653;3.33892461948916;46.2712547457847;677213;2141749;726054;6574675;3.33832;46.27146;203.2;243.0;Metropolitan France (mainland)
K322201001;La Sioule à Pontgibaud;NA;Standard station;FALSE;TRUE;K3222010;NA;NA;Station gérée par la DIREN Centre jusqu'en octobre 2007;Pontgibaud (63285);Lambert 93;2154;NA;666464;2018-07-19 12:59:00;1919-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Flood forecasting;NA;2021-05-11 14:16:00;K3222010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;639819.953197502;2092679.63043108;688282;6525966;2.84904821076103;45.8332373071824;639813;2092649;688275;6525936;2.84896;45.83296;359.7;665.1;Metropolitan France (mainland)
K327301001;Le Sioulet à Miremont [La Prugne];NA;Standard station;FALSE;TRUE;K3273010;NA;NA;Station gérée par la DIREN Centre jusqu'en octobre 2007;Miremont (63228);Lambert 93;2154;NA;516582;2021-05-11 14:16:00;1986-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Flood forecasting;NA;2021-05-11 14:16:00;K3273010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;628480.422126939;2098494.69021891;677002;6531871;2.70345410660444;45.8861233393555;628513;2098449;677034;6531825;2.70387;45.88571;469.5;522.0;Metropolitan France (mainland)
K337301001;La Bouble à Chareil-Cintrat;NA;Standard station;FALSE;TRUE;K3373010;NA;NA;Station gérée par la DIREN Centre jusqu'en octobre 2007;Chareil-Cintrat (03059);Lambert 93;2154;NA;246490;2016-04-05 14:44:00;1966-07-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Flood forecasting;NA;2021-10-08 09:38:00;K3373010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;668629.574981342;2140726.63999461;717470;6573726;3.22681624209558;46.2631857856757;668613;2140749;717454;6573749;3.2266;46.26339;562.6;244.5;Metropolitan France (mainland)
K409401001;Le Nohain à Saint-Martin-sur-Nohain [Villiers];NA;Standard station;FALSE;TRUE;K4094010;NA;NA;NA;Saint-Martin-sur-Nohain (58256);Lambert 93;2154;991000;154000;2021-10-04 08:42:00;1969-06-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-10-04 08:42:00;K4094010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;649873.265756598;2262003.17072223;699752;6695057;2.99671915466982;47.3558454768458;649913;2262049;699792;6695103;2.99725;47.35626;478.0;152.4;Metropolitan France (mainland)
K487312002;La Brenne à Villedômer - Bas-Villaumay;Bas-Villaumay;Standard station;FALSE;TRUE;K4873110;NA;NA;NA;Villedômer (37276);Lambert 93;2154;NA;80000;2021-05-26 10:14:00;1968-11-12 00:00:00;2005-02-23 11:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-26 11:52:00;K4873120;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;2401;491787.838536379;2286361.51822818;541997;6720718;0.898301089952239;47.5679111799064;491713;2286249;541921;6720607;0.89733;47.56689;263.0;80.5;Metropolitan France (mainland)
K518302002;La Tardes à Évaux-les-Bains;NA;Standard station;FALSE;TRUE;K5183010;NA;NA;Station fermée à compter du 01/06/2008;Évaux-les-Bains (23076);Lambert 93;2154;NA;330000;2021-05-26 12:17:00;1921-01-01 00:00:00;2008-06-01 12:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-26 12:17:00;K5183020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;2401;608369.898933604;2131589.25678733;657188;6565104;2.44495838073287;46.1844172708757;608413;2131549;657231;6565064;2.44552;46.18406;860.7;385.0;Metropolitan France (mainland)
K538302101;L'Aumance à Hérisson - Pont de la Roche;Pont de la Roche;Standard station;FALSE;TRUE;K5383010;NA;NA;Station fermée à compter du 16/07/2008. La station de référence est la station de HERISSON;Hérisson (03127);Lambert 93;2154;NA;NA;NA;1969-10-01 00:00:00;2008-07-16 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-26 12:17:00;K5383021;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;2401;625896.406024448;2169945.76845705;675021;6603279;2.6741104247057;46.529061531701;625913;2169949;675038;6603282;2.67433;46.52909;929.4;181.3;Metropolitan France (mainland)
K565301001;L'Auron à Bourges - L'Ormediot;L'Ormediot;Standard station;FALSE;TRUE;K5653010;NA;NA;NA;Bourges (18033);Lambert 93;2154;NA;129910;2022-06-29 12:54:00;1966-12-19 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-06-29 12:54:00;K5653010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;608475.668212154;2226351.84046449;658089;6659783;2.44805930612487;47.0369646623523;608413;2226349;658026;6659781;2.44723;47.03694;574.9;128.0;Metropolitan France (mainland)
K633252001;La Sauldre à Brinon-sur-Sauldre;NA;Standard station;FALSE;TRUE;K6332520;NA;NA;NA;Brinon-sur-Sauldre (18037);Lambert 93;2154;NA;127000;2020-02-19 07:44:00;1987-06-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Flood forecasting;NA;2021-05-26 12:36:00;K6332520;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;594148.51048012;2284949.34291105;644265;6718453;2.2587626868507;47.5640969830709;594113;2284949;644230;6718453;2.25829;47.5641;616.5;128.4;Metropolitan France (mainland)
K633401001;La Nère à Aubigny-sur-Nère;NA;Standard station;FALSE;TRUE;K6334010;NA;NA;Période du 19/11/1969 à 15:30 au 01/01/2003 à 00:00;Aubigny-sur-Nère (18015);Lambert 93;2154;NA;179000;2021-08-20 08:11:00;1969-11-19 15:30:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-08-20 08:11:00;K6334010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;607478.710950268;2276887.74925743;657517;6710286;2.43577436213445;47.491570455531;607513;2276849;657551;6710247;2.43623;47.49122;78.7;180.0;Metropolitan France (mainland)
K637302001;La Petite Sauldre à Ménétréol-sur-Sauldre - Ancienne;Ancienne;Standard station;FALSE;TRUE;K6373020;NA;NA;NA;Ménétréol-sur-Sauldre (18147);Lambert 93;2154;NA;NA;NA;1970-10-12 17:40:00;2015-07-02 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-08-17 13:56:00;K6373020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;597619.757884232;2271890.0506512;647624;6705375;2.30496359693925;47.4466542685661;597713;2271849;647717;6705334;2.3062;47.44629;331.8;156.0;Metropolitan France (mainland)
K649251001;La Sauldre à Selles-sur-Cher - Saint-André - Ancienne;Saint-André - Ancienne;Standard station;FALSE;TRUE;K6492510;NA;NA;NA;Selles-sur-Cher (41242);Lambert 93;2154;NA;NA;NA;1964-01-01 00:00:00;2016-12-31 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-05-26 12:36:00;K6492510;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;539369.018301019;2254393.80576845;589274;6688380;1.53496649585697;47.2864908983302;539413;2254449;589318;6688435;1.53554;47.28699;2296.9;71.5;Metropolitan France (mainland)
K731261001;L'Indre à Saint-Cyran-du-Jambot;NA;Standard station;FALSE;TRUE;K7312610;NA;NA;NA;Saint-Cyran-du-Jambot (36188);Lambert 93;2154;NA;80030;2021-07-13 13:03:00;1968-01-01 12:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-07-13 13:03:00;K7312610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;508056.430909776;2224820.61572273;557741;6659092;1.12707789285122;47.0168716786442;508013;2224849;557698;6659121;1.1265;47.01712;1706.6;79.8;Metropolitan France (mainland)
K743303001;L'Indrois à Genillé;NA;Standard station;FALSE;TRUE;K7433030;NA;NA;NA;Genillé (37111);Lambert 93;2154;NA;75970;2021-07-13 13:32:00;1977-08-19 18:50:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-07-13 13:33:00;K7433030;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;506025.953318027;2242955.79452018;555863;6677229;1.0966076349594;47.1797097941453;506013;2242949;555850;6677223;1.09644;47.17965;402.1;77.0;Metropolitan France (mainland)
K751401001;L'Echandon à Saint-Branchs;NA;Standard station;FALSE;TRUE;K7514010;NA;NA;NA;Saint-Branchs (37211);Lambert 93;2154;NA;63370;2021-07-13 13:36:00;1967-12-21 15:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-07-13 13:36:00;K7514010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Centre-Val de Loire;DREAL Centre-Val de Loire;13000930100016;485127.280724667;2250844.68595474;535047;6685285;0.818916279292027;47.2473651993805;485113;2250849;535033;6685290;0.81873;47.2474;128.2;66.0;Metropolitan France (mainland)
L001061001;La Vienne à Peyrelevade [Servières];NA;Standard station;FALSE;TRUE;L0010610;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000 - Passage à l'heure TU le 01/01/2009;Peyrelevade (19164);Lambert 93;2154;NA;615040;2013-11-18 15:39:00;1947-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:19:00;L0010610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;2408;574363.083898638;2078032.54311933;622764;6511882;2.00737438039415;45.7021417596082;574313;2077949;622713;6511799;2.00674;45.70139;64.5;757.0;Metropolitan France (mainland)
L009302002;La Combade à Masléon;NA;Standard station;FALSE;TRUE;L0093010;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000;Masléon (87093);Lambert 93;2154;NA;282880;2021-02-26 09:10:00;1967-01-01 00:00:00;2002-08-01 00:00:00;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-02-26 09:10:00;L0093020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;539112.730713892;2085454.11027702;587609;6519591;1.55383834291711;45.7666638602808;539113;2085449;587609;6519586;1.55384;45.76662;187.5;292.4;Metropolitan France (mainland)
L031401001;La Vige à Saint-Martin-Sainte-Catherine;NA;Standard station;FALSE;TRUE;L0314010;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000;Saint-Martin-Sainte-Catherine (23217);Lambert 93;2154;NA;297471;2019-03-08 14:16:00;1958-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:20:00;L0314010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;541225.18117845;2106498.41981578;589895;6540598;1.57838052449936;45.9561727317095;541213;2106449;589882;6540549;1.57823;45.95573;131.3;340.0;Metropolitan France (mainland)
L081301001;La Glane à Saint-Junien [Le Dérot];NA;Standard station;FALSE;TRUE;L0813010;NA;NA;NA;Saint-Junien (87154);Lambert 93;2154;NA;207300;2013-11-18 15:40:00;1967-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:23:00;L0813010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;489758.223193001;2102428.3231741;538442;6536960;0.91554499793651;45.9131349930038;489713;2102449;538397;6536981;0.91496;45.91332;298.0;211.1;Metropolitan France (mainland)
L091402001;La Gorre à Chaillac-sur-Vienne;NA;Standard station;FALSE;TRUE;L0914020;NA;NA;Passage heure TU depuis le 01/01/2009;Chaillac-sur-Vienne (87030);Lambert 93;2154;NA;187810;2020-03-13 07:35:00;1989-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:23:00;L0914020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;487465.348606731;2094687.05776099;536087;6529245;0.887836671916606;45.8431230761375;487513;2094649;536134;6529207;0.88846;45.84279;178.3;197.0;Metropolitan France (mainland)
L225301001;La Vonne à Cloué [Pont de Cloué];NA;Standard station;FALSE;TRUE;L2253010;NA;NA;Station Police de l'eau et AEP. - Localisation : Pont de Cloué;Cloué (86080);Lambert 93;2154;NA;97000;2013-11-18 15:43:00;1969-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Uncertain;Unqualified;Water Police;NA;2021-09-01 12:02:00;L2253010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;432422.853607983;2161754.47190348;481650;6596707;0.155592237573981;46.434931732585;432413;2161749;481640;6596702;0.15547;46.43488;304.0;106.0;Metropolitan France (mainland)
L231301001;La Clouère à Château-Larcher [Le Rozeau];NA;Standard station;FALSE;TRUE;L2313050;NA;NA;Station Police de l'eau et AEP. - Localisation : le Rozeau;Château-Larcher (86065);Lambert 93;2154;NA;83998;2015-09-16 14:10:00;1990-05-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Water Police;NA;2021-09-01 14:28:00;L2313010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;442448.540731303;2161416.00662801;491664;6596286;0.286126126674816;46.434316159485;442413;2161449;491629;6596320;0.28565;46.43461;389.4;85.0;Metropolitan France (mainland)
L232161001;Le Clain à Vivonne [Danlot];NA;Standard station;FALSE;TRUE;L2321610;NA;NA;Cette station a été gérée par le Service de Bassin Loire-Bretagne jusqu'en 1998;Vivonne (86293);Lambert 93;2154;NA;84150;2015-09-16 14:17:00;1966-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Good;Good;Flood forecasting;NA;2021-09-01 14:02:00;L2321610;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;442449.229760356;2162058.58204054;491670;6596928;0.28591688655154;46.4400955480211;442513;2162049;491734;6596918;0.28675;46.44003;1824.0;83.5;Metropolitan France (mainland)
L401071001;La Creuse à Felletin;NA;Standard station;FALSE;TRUE;L4010710;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000;Felletin (23079);Lambert 93;2154;NA;506040;2013-11-18 15:40:00;1920-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-02 07:25:00;L4010710;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;586856.894228769;2098692.58153657;635419;6532418;2.16721796404708;45.8883712222711;586813;2098749;635376;6532475;2.16665;45.88888;194.6;502.9;Metropolitan France (mainland)
L403301001;La Rozeille à Moutier-Rozeille [Aubusson];NA;Standard station;FALSE;TRUE;L4033010;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000;Moutier-Rozeille (23140);Lambert 93;2154;NA;436340;2013-11-18 15:40:00;1919-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-02 07:25:00;L4033010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;587644.110598482;2103529.68271275;636246;6537244;2.17723306453371;45.9319046770649;587613;2103549;636215;6537264;2.17683;45.93208;189.7;446.0;Metropolitan France (mainland)
L440000101;La Petite Creuse à Genouillac;NA;Standard station;FALSE;FALSE;L4321710;NA;NA;LES VALEURS PUBLIEES REPRESENTENT LES DEBITS NATURELS DE LA PETITE CREUSE A GENOUILLAC;Genouillac (23089);Lambert II étendu;27582;NA;NA;NA;1967-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Unqualified;Unqualified;Unqualified;NA;NA;2021-08-17 15:21:00;L4400001;Electricité de France (EDF);EDF;55208131766522;573616.000370836;2150902.00013955;622627;6584691;1.99369279471904;46.3577049996917;573713;2150849;622724;6584637;1.99496;46.35723;561.5;278.0;Metropolitan France (mainland)
L441171001;La Petite Creuse à Fresselines [Puy Rageaud];NA;Standard station;FALSE;TRUE;L4411710;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000 - Passage à l'heure TU le 01/01/2009;Fresselines (23087);Lambert 93;2154;NA;206260;2013-11-18 15:41:00;1924-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-02 07:29:00;L4411710;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;550194.377429377;2154187.64597352;599254;6588169;1.68899935638793;46.3859358032243;550213;2154149;599272;6588131;1.68925;46.38559;853.3;222.0;Metropolitan France (mainland)
L465301001;La Bouzanne à Velles [Forges];NA;Standard station;FALSE;TRUE;L4653010;NA;NA;Passage à l'heure TU le 01/01/2009;Velles (36231);Lambert 93;2154;NA;121000;2013-11-18 15:41:00;1969-05-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2022-12-28 08:29:00;L4653010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;545693.350072331;2185346.48544448;595017;6619338;1.62682162205876;46.6659065416093;545713;2185349;595037;6619341;1.62708;46.66593;438.1;120.4;Metropolitan France (mainland)
L503401001;L'Ardour à Folles [Forgefer];NA;Standard station;FALSE;TRUE;L5034010;NA;NA;Téléphone : 05 55 71 43 04 - Passage heure TU depuis le 01/01/2009;Folles (87067);Lambert 93;2154;NA;317620;2013-11-18 15:41:00;1967-10-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:33:00;L5034010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;534980.663891965;2122178.79952278;583787;6556316;1.4956698444379;46.0966687195663;534913;2122149;583719;6556287;1.4948;46.0964;128.6;326.0;Metropolitan France (mainland)
L510181001;La Gartempe à Folles [Pont Gibus];NA;Standard station;FALSE;TRUE;L5101810;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000 - Passage à l'heure TU le 01/01/2009;Folles (87067);Lambert 93;2154;NA;291325;2015-06-30 08:01:00;1960-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:34:00;L5101810;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;530169.986075351;2124131.48965946;578997;6558307;1.43316985072907;46.1137553048937;530213;2124149;579040;6558324;1.43372;46.11392;568.3;282.3;Metropolitan France (mainland)
L513401001;La Semme à Droux;NA;Standard station;FALSE;TRUE;L5134010;NA;NA;Passage à l'heure TU le 01/01/2009;Droux (87061);Lambert 93;2154;NA;189500;2013-11-18 15:41:00;1968-11-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:35:00;L5134010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;507734.753114826;2128546.75504585;556619;6562905;1.14210201192716;46.1507804664691;507713;2128549;556597;6562908;1.14182;46.1508;175.2;193.4;Metropolitan France (mainland)
L522302001;Le Vincou à Bellac [2];NA;Standard station;FALSE;TRUE;L5223020;NA;NA;Cette station a été gérée par le service de bassin Loire-Bretagne jusqu'au 15/09/2000 - Passage à l'heure TU le 01/01/2009;Bellac (87011);Lambert 93;2154;NA;170200;2013-11-18 15:41:00;1991-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:36:00;L5223020;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;498358.205865452;2126862.27611232;547237;6561300;1.02110265783147;46.1342795748447;498313;2126849;547192;6561287;1.02052;46.13416;286.3;182.0;Metropolitan France (mainland)
L532301001;La Brame à Oradour-Saint-Genest;NA;Standard station;FALSE;TRUE;L5323010;NA;NA;Passage à l'heure TU le 01/01/2009;Oradour-Saint-Genest (87109);Lambert 93;2154;NA;161280;2013-11-18 15:41:00;1971-10-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-02 07:38:00;L5323010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;496870.194266982;2139940.78243494;545859;6574379;0.998966987900467;46.2517037685163;496813;2139949;545802;6574388;0.99822;46.25177;232.4;170.0;Metropolitan France (mainland)
L562301001;La Benaize à Jouac;NA;Standard station;FALSE;TRUE;L5623010;NA;NA;Passage à l'heure TU le 01/01/2009;Jouac (87080);Lambert 93;2154;NA;174460;2013-11-18 15:41:00;1979-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-09-01 14:37:00;L5623010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;517066.410818962;2151115.76015553;566130;6585376;1.25888282039133;46.3550261951856;517013;2151149;566077;6585410;1.25818;46.35532;188.4;180.0;Metropolitan France (mainland)
L574191001;L'Anglin à Mérigny;NA;Standard station;FALSE;TRUE;L5741910;NA;NA;NA;Mérigny (36119);Lambert 93;2154;NA;72280;2020-01-29 15:21:00;1969-01-01 00:00:00;NA;Public;1440;1440;Low or non-existent;NA;FALSE;Uncertain;Uncertain;Uncertain;Flood forecasting;NA;2022-12-28 08:27:00;L5741910;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;491870.279529767;2182138.66437014;541214;6616581;0.924295130031127;46.6305083603542;491913;2182049;541256;6616491;0.92487;46.62971;1634.5;84.0;Metropolitan France (mainland)
L620201002;La Claise au Grand-Pressigny [Étableau 1] - Étableau 2;Étableau 2;Standard station;FALSE;TRUE;L6202030;NA;NA;NA;Grand-Pressigny (37113);Lambert 93;2154;NA;NA;NA;1976-12-31 00:00:00;2019-12-31 23:00:00;Public;1440;1440;Low flows only;NA;FALSE;Good;Good;Good;Low flow monitoring - Flood forecasting;NA;2021-01-19 13:40:00;L6202010;Direction Régionale de l'Environnement, de l'Aménagement et du Logement (DREAL) Nouvelle-Aquitaine;DREAL Nouvelle-Aquitaine;13001045700013;483878.854769737;2213168.97446352;533487;6647651;0.812084305629873;46.9082819951544;484413;2213049;534020;6647527;0.81913;46.9073;886.3;56.6;Metropolitan France (mainland)
