sta_code_h3;top_altitude_mean;top_slo_mean;top_dist_outlet_mean;top_itopo_mean;top_slo_ori_n;top_slo_ori_ne;top_slo_ori_e;top_slo_ori_se;top_slo_ori_s;top_slo_ori_sw;top_slo_ori_w;top_slo_ori_nw;top_drainage_density;top_mor_form_factor_horton;top_mor_form_factor_square;top_mor_shape_factor;top_mor_compact_coef;top_mor_circ_ratio;top_mor_elong_ratio_circ;top_mor_elong_ratio_catchment;top_mor_relief_ratio;top_slo_flat;top_slo_gentle;top_slo_moderate;top_slo_strong;top_slo_steep;top_slo_very_steep
J510221001;145;3.3;27.38;13.6;9.101;10.772;13.244;14.136;14.317;14.868;13.649;9.913;0.67174;0.1101;0.2303;9.0831;2.3513;0.1809;0.3744;0.3318;0.005;28.814;53.953;12.088;4.821;0.324;0
J520211001;266;2.45;5.09;11;10.602;4.978;10.453;15.48;14.286;14.584;14.684;14.933;0.84568;0.2437;0.4345;4.1039;1.7119;0.3412;0.557;0.4936;0.0088;36.336;57.043;6.272;0.348;0;0
J561301001;106;2.07;23.51;13.9;11.641;10.989;13.927;14.794;12.391;10.628;12.695;12.936;0.48969;0.2047;0.3717;4.8847;1.8507;0.292;0.5105;0.4525;0.0031;46.544;50.347;2.574;0.513;0.022;0
J570481001;132;3.05;5.75;12;13.121;13.383;11.094;11.704;17.262;14.669;9.525;9.241;0.24013;0.3724;0.3826;2.6855;1.8241;0.3005;0.6886;0.6102;0.0122;39.189;44.377;9.983;6.234;0.218;0
J621301001;84;2.35;18.6;13.4;13.081;13.158;10.693;10.753;16.876;15.97;9.973;9.495;0.66551;0.1417;0.2356;7.0582;2.3246;0.185;0.4247;0.3764;0.0043;45.911;45.851;6.931;1.307;0;0
J708311001;97;2.1;15.68;13.3;15.417;13.051;9.43;9.897;15.824;14.806;10.363;11.211;0.55979;0.1592;0.2827;6.2828;2.1222;0.222;0.4502;0.399;0.0031;47.454;48.525;3.647;0.375;0;0
J721401001;96;1.78;9.65;12.7;11.115;13.5;13.456;14.976;17.044;12.613;10.196;7.1;0.65084;0.2535;0.4533;3.9451;1.6759;0.356;0.5681;0.5035;0.0062;51.537;48.025;0.438;0;0;0
J735301001;96;1.73;25;14.5;13.731;13.438;13.511;15.288;15.561;10.66;8.092;9.72;0.56376;0.1408;0.2456;7.1015;2.2767;0.1929;0.4234;0.3753;0.0042;58.706;39.562;1.513;0.22;0;0
J748301001;70;1.63;43.43;15.2;15.663;12.181;10.712;12.048;13.2;12.046;11.259;12.891;0.57182;0.1077;0.2557;9.2812;2.2313;0.2009;0.3704;0.3282;0.002;62.738;36.006;1.164;0.09;0.001;0
J751301001;124;1.57;6.81;11.7;14.137;13.655;11.325;12.932;18.353;8.594;8.474;12.53;0.68054;0.1467;0.3109;6.8185;2.0239;0.2441;0.4321;0.383;0.0048;62.691;36.265;1.044;0;0;0
J763301001;80;1.89;31.58;14.4;20.102;13.468;6.94;8.311;19.703;14.545;7.413;9.519;0.52862;0.1317;0.2606;7.591;2.2102;0.2047;0.4095;0.363;0.0021;55.247;41.481;2.675;0.597;0;0
J782401001;63;1.76;15.07;13.1;14.415;9.887;9.279;14.719;19.989;11.874;8.509;11.328;0.57517;0.1676;0.3196;5.9652;1.996;0.251;0.462;0.4094;0.004;55.861;42.806;1.28;0.054;0;0
J783301020;62;1.73;23.71;14.3;15.39;11.159;8.822;12.024;18.259;13.723;9.799;10.823;0.60032;0.137;0.2467;7.2989;2.2717;0.1938;0.4177;0.3701;0.0022;57.405;41.029;1.455;0.112;0;0
J795301020;55;1.36;39.99;15.1;17.708;11.535;8.565;10.552;17.235;13.286;9.214;11.904;0.35544;0.1086;0.2221;9.2092;2.3945;0.1744;0.3718;0.3295;0.0015;73.035;26.219;0.676;0.07;0;0
J797301001;61;1.74;5.84;12;16.393;9.917;7.969;10.321;13.964;15.507;12.977;12.952;0.8743;0.2276;0.4722;4.3944;1.6421;0.3708;0.5383;0.477;0.0055;56.818;42.246;0.936;0;0;0
J813301001;198;3.14;17.08;13.4;11.178;10.486;11.305;15.321;15.435;12.698;12.193;11.385;0.48456;0.2733;0.4001;3.6589;1.784;0.3142;0.5899;0.5228;0.0075;21.73;65.776;11.037;1.454;0.003;0
J836311001;108;2.14;24.11;13.9;12.701;11.937;12.233;13.572;15.147;12.24;9.574;12.595;0.52411;0.1515;0.2478;6.6016;2.2669;0.1946;0.4392;0.3892;0.006;45.445;50.307;3.782;0.465;0;0
J843301002;111;2.51;14.24;12.9;14.545;12.79;10.842;12.545;14.145;9.931;10.968;14.234;0.57482;0.2504;0.2598;3.993;2.214;0.204;0.5647;0.5004;0.0057;38.443;53.847;6.495;1.215;0;0
J860241001;176;3.56;8.45;10.9;11.404;9.293;10.876;17.705;19.571;15.241;8.553;7.357;0.87705;0.1514;0.3431;6.6065;1.9265;0.2695;0.439;0.3891;0.0144;20.169;59.592;18.233;2.006;0;0
J863241001;101;2.64;24.69;13.8;12.374;11.51;10.988;14.951;16.885;14.348;9.311;9.632;0.66753;0.2109;0.2993;4.7409;2.0626;0.235;0.5182;0.4593;0.0063;35.694;54.825;8.445;1.035;0;0
K040301001;1150;5.65;16.39;12.1;15.316;17.795;14.569;11.953;9.793;8.415;10.344;11.815;0.70842;0.1278;0.2199;7.8268;2.4065;0.1727;0.4033;0.3574;0.0238;9.626;42.367;29.603;17.288;1.116;0
K045401001;958;8.14;19.93;12.2;11.575;10.613;8.972;10.664;12.053;14.738;16.09;15.295;0.5449;0.1634;0.2961;6.1197;2.0736;0.2326;0.4561;0.4042;0.0219;4.387;26.626;29.348;33.133;6.493;0.014
K053000101;1003;6.64;23;12.9;6.239;10.906;18.7;14.177;11.942;15.126;14.212;8.697;0.57299;0.1377;0.2638;7.2604;2.1968;0.2072;0.4188;0.3711;0.0154;7.514;38.153;27.137;23.615;3.574;0.006
K062451001;725;5.95;10.63;11.7;17.116;17.985;17.593;13.563;5.683;4.804;9.035;14.222;0.59573;0.2739;0.4685;3.6505;1.6486;0.3679;0.5906;0.5234;0.0353;5.492;41.872;33.868;17.564;1.203;0
K064311001;842;7.85;10.44;11.3;14.788;23.615;22.869;14.358;8.879;4.712;3.537;7.242;0.60622;0.1681;0.3817;5.95;1.8265;0.2998;0.4626;0.41;0.0343;3.705;25.798;31.434;35.999;3.065;0
K066331001;752;7.95;6.38;10.9;10.015;9.147;13.549;15.497;12.6;11.406;13.713;14.073;0.515;0.4694;0.2867;2.1304;2.1074;0.2252;0.7731;0.6851;0.0329;2.356;22.877;34.004;38.881;1.882;0
K067331001;694;7.52;15.42;12;11.848;9.865;9.029;13.555;13.034;12.325;14.635;15.709;0.6645;0.2339;0.4381;4.2748;1.7048;0.3441;0.5458;0.4837;0.0186;2.659;26.062;35.368;34.487;1.424;0
K073322001;1179;9.71;6.71;10.7;17.086;20.923;19.716;13.364;10.04;7.807;4.333;6.732;0.52162;0.4003;0.4952;2.4982;1.6036;0.3889;0.7139;0.6327;0.0668;1.836;16.606;26.331;46.642;8.584;0
K074401001;762;9.5;15.48;11.8;15.267;17.9;15.922;12.883;9.239;9.856;8.744;10.189;0.55167;0.2241;0.3823;4.462;1.8251;0.3002;0.5342;0.4734;0.033;3.311;18.856;25.544;42.411;9.811;0.067
K075321001;869;10.18;20.11;12.5;17.309;19.197;16.083;12.907;9.341;8.017;7.154;9.991;0.58098;0.3235;0.3383;3.0908;1.9399;0.2657;0.6418;0.5688;0.0369;2.601;16.591;24.27;43.766;12.563;0.21
K076331001;1034;10.04;7.99;10.3;17.101;24.988;20.695;16.377;10.178;3.835;1.688;5.137;0.87801;0.1706;0.3908;5.8622;1.805;0.3069;0.466;0.413;0.06;1.93;19.899;22.094;42.402;13.652;0.024
K077322001;742;8.06;29.2;13.5;16.023;21.037;18.606;13.896;9.407;6.371;6.045;8.616;0.61174;0.2527;0.3286;3.9577;1.9686;0.258;0.5672;0.5027;0.0254;17.869;18.828;20.431;33.939;8.812;0.121
K081302001;755;8.15;20.89;12;9.069;15.751;17.766;13.72;12.633;12.938;10.209;7.914;0.48265;0.1419;0.3089;7.0448;2.0302;0.2426;0.4251;0.3768;0.0221;3.367;25.302;29.813;37.142;4.377;0
K098301001;553;8.52;24.07;12.8;11.361;10.314;10.438;11.786;11.106;14.141;17.029;13.824;0.61729;0.1841;0.3103;5.4311;2.0255;0.2437;0.4842;0.4291;0.0132;2.697;21.457;30.559;40.558;4.721;0.007
K108401001;616;11.34;5.57;9.5;15.744;24.771;18.273;11.906;8.548;4.71;8.766;7.283;0.67837;0.268;0.4023;3.7315;1.7791;0.3159;0.5841;0.5177;0.0677;0.916;9.289;24.597;49.804;15.395;0
K117321001;358;4.18;42.22;13.9;12.327;11.813;9.114;10.669;11.523;12.883;18.298;13.372;0.52751;0.1181;0.2549;8.4688;2.235;0.2002;0.3877;0.3436;0.0073;15.689;56.095;20.886;7.061;0.268;0
K125181001;406;3.66;26.06;14.4;11.581;11.425;13.074;13.826;13.863;11.639;12.211;12.381;0.40357;0.4563;0.3028;2.1914;2.0504;0.2379;0.7622;0.6755;0.0069;29.23;47.834;15.046;7.559;0.331;0
K128481001;558;8.57;11.65;11.6;10.407;15.98;17.213;14.445;14.142;11.603;7.994;8.215;0.13497;0.3959;0.3714;2.5262;1.8516;0.2917;0.7099;0.6292;0.0317;3.75;20.859;28.506;42.124;4.761;0
K132181010;431;5.24;39.24;14.9;11.01;11.83;14.386;14.763;13.829;11.972;11.392;10.819;0.44345;0.3912;0.3642;2.556;1.8698;0.286;0.7058;0.6255;0.0094;22.299;38.57;18.599;18.318;2.213;0.001
K134181001;407;5.04;79.09;15.2;10.694;11.917;14.32;14.432;13.737;12.324;11.695;10.881;0.47533;0.1563;0.254;6.3999;2.2387;0.1995;0.446;0.3953;0.0056;21.396;41.339;19.126;16.294;1.844;0
K152401001;585;8.29;13.04;11.6;12.987;17.887;9.265;5.806;8.894;15.145;17.006;13.012;0.71931;0.1607;0.3193;6.2233;1.9968;0.2508;0.4523;0.4009;0.028;3.434;26.287;27.678;37.174;5.427;0
K172421001;393;6.71;15.26;11.8;9.778;7.386;7.571;11.571;13.699;16.847;18.35;14.798;0.23554;0.132;0.315;7.5743;2.0103;0.2474;0.41;0.3634;0.022;11.228;31.478;25.842;28.875;2.576;0
K175311001;329;5.26;30.01;13.2;9.309;10.326;12.728;14.534;12.8;12.275;15.449;12.578;0.54264;0.1339;0.2455;7.4709;2.2771;0.1928;0.4128;0.3659;0.0126;16.981;44.597;19.383;16.813;2.225;0
K177301001;298;3.92;41.68;15;9.45;10.616;13.709;13.396;12.556;13.528;15.05;11.695;0.48344;0.2216;0.3473;4.5118;1.9146;0.2728;0.5312;0.4708;0.0082;27.338;47.959;14.608;9.285;0.81;0
K183301001;246;1.55;29.23;14.5;12.913;14.73;16.961;13.4;8.663;8.437;11.942;12.954;0.64255;0.1519;0.2668;6.5833;2.1847;0.2095;0.4398;0.3897;0.0023;64.855;34.594;0.551;0;0;0
K191451001;287;4.25;10.57;12.2;8.43;9.325;13.991;14.287;13.548;13.574;14.496;12.349;0.48038;0.29;0.5114;3.4484;1.5778;0.4017;0.6076;0.5385;0.0127;14.4;56.374;21.109;8.021;0.096;0
K195401001;304;4.33;16.61;13;11.339;11.175;11.437;11.104;11.761;12.878;17.517;12.789;0.23799;0.262;0.3388;3.8175;1.9387;0.2661;0.5775;0.5118;0.0085;20.585;47.437;20.727;11.016;0.235;0
K201082001;1203;10.36;7.93;10.5;9.89;9.388;16.169;16.951;16.73;13.821;8.586;8.465;1.15955;0.1681;0.2776;5.9484;2.1415;0.218;0.4627;0.41;0.0289;2.969;18.877;21.364;41.785;14.925;0.08
K207081010;1178;9.44;19.2;12.4;13.01;12.636;13.181;10.579;11.581;13.614;12.608;12.791;0.90989;0.231;0.3792;4.3291;1.8325;0.2978;0.5423;0.4806;0.0161;2.731;20.546;25.538;41.138;10.016;0.031
K222302001;1217;6.79;17.22;11.4;15.505;15.861;16.661;13.304;9.406;7.427;8.804;13.033;0.68622;0.1003;0.1945;9.9731;2.5587;0.1527;0.3573;0.3167;0.0228;4.377;34.157;35.645;23.103;2.705;0.012
K222303001;1172;7;15.38;12;15.933;17.188;17.288;12.495;8.12;7.252;10.079;11.646;0.54385;0.1653;0.3532;6.048;1.8987;0.2774;0.4588;0.4066;0.0216;4.949;34.101;31.817;25.8;3.326;0.006
K223402001;1214;6.14;11.21;10.9;13.226;13.715;16.543;12.29;6.868;4.465;15.012;17.882;0.41059;0.1182;0.2076;8.4627;2.4763;0.1631;0.3879;0.3438;0.0212;5.592;36.296;36.913;21.072;0.128;0
K225401001;1126;5.9;9.82;11.9;12.197;18.715;21.554;14.124;7.833;6.177;8.972;10.427;0.56913;0.2369;0.4269;4.2215;1.7269;0.3353;0.5492;0.4867;0.0255;8.105;39.902;31.438;19.82;0.736;0
K231621001;1012;9.73;17.62;11.5;17.609;17.473;14.358;10.979;8.464;5.822;9.898;15.399;0.21185;0.1814;0.3267;5.5136;1.974;0.2566;0.4805;0.4259;0.0357;4.068;20.708;26.241;35.498;13.061;0.424
K236301001;940;8.65;19.41;11.8;10.035;10.541;12.307;12.589;9.818;14.214;17.402;13.094;0.69893;0.094;0.2268;10.6328;2.3696;0.1781;0.346;0.3067;0.0166;5.28;25.869;24.826;34.982;8.8;0.243
K251401001;1114;5.87;16.48;12.2;9.337;13.906;13.05;13.427;15.497;18.168;11.484;5.132;0.59778;0.1825;0.2907;5.4788;2.0927;0.2283;0.4821;0.4272;0.0238;10.027;43.942;26.547;16.143;3.323;0.019
K251402001;1171;5.82;7.1;11.4;7.292;10.563;9.767;12.453;18.95;22.551;12.753;5.671;0.62541;0.3223;0.3577;3.1025;1.8866;0.2809;0.6406;0.5677;0.0339;10.398;40.375;29.257;18.47;1.5;0
K252301001;1123;8.53;19.23;12.7;13.463;14.17;12.135;15.951;16.289;12.752;7.47;7.771;0.62038;0.2967;0.2558;3.3699;2.231;0.2009;0.6147;0.5447;0.0336;8.717;32.208;21.581;23.808;13.087;0.599
K259301001;970;9.36;40.74;13.7;13.814;15.868;14.704;15.006;12.649;9.441;8.647;9.872;0.65225;0.1719;0.2628;5.8169;2.2011;0.2064;0.4679;0.4146;0.0181;6.708;29.073;21.416;26.104;15.915;0.784
K265401001;1042;10.34;18.95;12.1;15.428;13.274;15.922;18.505;8.825;4.671;8.714;14.661;0.51781;0.2246;0.3129;4.4517;2.0172;0.2458;0.5348;0.474;0.0416;5.503;24.761;20.616;29.289;18.597;1.234
K267401001;959;10.56;14.98;11.7;14.839;18.322;15.166;19.146;15.763;6.049;3.219;7.495;0.73608;0.186;0.4077;5.3759;1.7671;0.3202;0.4867;0.4313;0.0465;4.175;20.875;21.014;35.639;17.379;0.918
K271401001;482;5.41;16.25;12.2;16.02;20.995;14.18;5.916;4.992;8.154;14.841;14.901;0.58031;0.1556;0.3119;6.4286;2.0206;0.2449;0.445;0.3944;0.0186;17.969;35.523;28.174;16.918;1.415;0
K282191001;947;6.64;15.09;11.7;14.104;21.579;20.171;12.107;8.046;8.055;8.15;7.789;0.62911;0.1612;0.2603;6.2034;2.2118;0.2044;0.453;0.4015;0.0217;5.716;38.069;32.011;20.048;4.146;0.01
K287191001;855;8.48;42.58;13.5;9.82;14.055;15.406;9.577;8.992;13.801;17.24;11.107;0.65484;0.1262;0.3584;7.924;1.8849;0.2815;0.4009;0.3552;0.0155;7.448;24.584;25.47;33.439;9.021;0.038
K288401001;865;10.08;13.81;10.8;8.733;7.716;4.676;11.016;12.364;17.769;24.178;13.547;0.86808;0.1206;0.2858;8.2891;2.1107;0.2245;0.3919;0.3473;0.0422;1.458;14.812;24.261;49.966;9.435;0.069
K298191001;747;8.05;55.64;14.2;10.257;13.344;13.941;9.369;9.216;13.56;17.786;12.527;0.65291;0.1118;0.2646;8.9426;2.1935;0.2078;0.3773;0.3344;0.0116;8.579;26.169;25.31;32.516;7.385;0.041
K315301001;353;2.11;23.8;13.7;16.656;17.424;21.158;12.724;4.301;3.503;8.926;15.308;0.51418;0.1256;0.232;7.9637;2.3429;0.1822;0.3999;0.3544;0.0087;57.934;32.746;7.651;1.663;0.005;0
K322201001;926;6.16;20.22;13.1;13.09;13.638;13.88;8.245;5.882;9.151;18.753;17.36;0.49638;0.2668;0.4429;3.7483;1.6956;0.3478;0.5828;0.5165;0.0233;11.737;40.472;24.14;19.79;3.753;0.108
K327301001;740;4.02;21.69;13.8;12.926;13.695;13.884;11.478;10.04;11.026;13.039;13.912;0.47049;0.367;0.3822;2.7251;1.8252;0.3002;0.6835;0.6058;0.0143;18.745;57.058;17.081;6.159;0.952;0.004
K337301001;438;3.57;28.08;14;12.468;13.127;16.222;19.279;11.515;7.544;8.513;11.333;0.48519;0.1647;0.2748;6.0707;2.1527;0.2158;0.458;0.4059;0.009;25.131;54.307;14.302;6.051;0.21;0
K409401001;235;2.54;24.16;14.3;11.894;11.198;11.951;12.878;12.901;12.457;13.991;12.731;0.23792;0.2269;0.3426;4.4079;1.9277;0.2691;0.5375;0.4763;0.0051;44.792;44.815;7.714;2.632;0.046;0
K487312002;130;1.18;16.71;14.6;14.108;12.888;13.104;14.868;13.367;10.554;9.542;11.569;0.40228;0.2368;0.2521;4.2233;2.2472;0.198;0.5491;0.4866;0.0031;79.984;18.4;1.422;0.194;0;0
K518302002;507;3.45;31.45;14.6;13.062;13.526;13.213;12.158;10.49;10.537;13.986;13.028;0.61222;0.2201;0.3129;4.543;2.0174;0.2457;0.5294;0.4692;0.0082;28.824;50.351;15.055;5.645;0.125;0
K538302101;342;2.78;33.09;14.7;16.227;13.13;11.34;9.773;11.105;10.282;12.041;16.1;0.5089;0.2529;0.363;3.9541;1.8729;0.2851;0.5675;0.5029;0.0077;30.29;60.179;8.048;1.461;0.02;0
K565301001;192;1.35;41.35;15.2;15.848;11.936;10.675;10.965;11.337;9.238;11.824;18.177;0.30993;0.1162;0.1866;8.6036;2.6118;0.1466;0.3847;0.3409;0.0028;72.78;26.096;1.098;0.026;0;0
K633252001;236;2.29;39.17;14.6;16.001;16.625;10.932;6.681;9.456;13.824;12.695;13.785;0.46365;0.1115;0.2389;8.9686;2.3086;0.1876;0.3768;0.3339;0.0041;46.358;46.33;6.598;0.714;0;0
K633401001;269;2.2;11.77;12.5;13.567;19.068;8.232;2.503;5.653;17.01;18.788;15.18;0.29537;0.1396;0.2403;7.1654;2.3019;0.1887;0.4215;0.3736;0.0083;43.712;52.655;3.608;0.025;0;0
K637302001;255;2.13;24.85;14;11.21;11.234;9.688;6.773;9.094;16.847;19.143;16.012;0.38154;0.1514;0.317;6.6047;2.0041;0.249;0.4391;0.3891;0.0061;45.608;50.383;3.813;0.196;0;0
K649251001;174;1.58;80.73;16.4;14.271;12.381;10.327;9.742;11.897;13.353;13.696;14.333;0.44919;0.085;0.1871;11.7685;2.6087;0.1469;0.3289;0.2915;0.0022;66.412;30.971;2.397;0.22;0;0
K731261001;201;1.76;78.38;15.9;15.205;13.027;11.9;10.645;11.388;10.542;12.083;15.21;0.3552;0.0765;0.1346;13.0664;3.0756;0.1057;0.3122;0.2766;0.0028;60.98;35.462;3.215;0.343;0;0
K743303001;141;1.67;24.67;14.4;14.467;12.558;10.857;10.717;11.976;11.302;13.391;14.733;0.35928;0.2136;0.3499;4.6816;1.9075;0.2748;0.5215;0.4622;0.0028;62.325;35.624;1.78;0.271;0;0
K751401001;106;0.94;14.8;14;16.249;14.198;14.674;12.653;8.043;7.497;11.202;15.485;0.42382;0.2415;0.3095;4.1411;2.0281;0.2431;0.5545;0.4914;0.0036;87.753;11.319;0.897;0.031;0;0
L001061001;841;4.87;7.72;11.5;11.945;9.417;8.92;11.185;11.604;16.568;16.599;13.76;0.58462;0.3661;0.3785;2.7318;1.8341;0.2973;0.6827;0.605;0.0159;10.922;47.13;32.408;9.525;0.016;0
L009302002;506;6.2;19.53;12.3;13.385;11.422;11.982;11.918;11.412;13.177;13.939;12.766;0.52486;0.1441;0.2621;6.9378;2.2042;0.2058;0.4284;0.3797;0.0129;5.37;37.546;35.008;21.346;0.731;0
L031401001;482;5.22;12.64;12.2;11.545;10.624;9.923;11.065;12.36;14.492;15.521;14.47;0.19882;0.1793;0.3418;5.5764;1.93;0.2685;0.4778;0.4235;0.0144;9.71;46.851;28.848;14.317;0.274;0
L081301001;315;2.96;18.42;13.5;10.535;8.475;11.448;14.627;13.059;13.969;15.419;12.469;0.61015;0.2093;0.3245;4.7778;1.9807;0.2549;0.5162;0.4575;0.0087;26.796;62.172;8.582;2.417;0.034;0
L091402001;316;3.12;16.65;12.9;12.311;14.185;12.485;8.43;9.086;13.209;17.09;13.203;0.50773;0.2153;0.3839;4.6457;1.8211;0.3015;0.5235;0.464;0.0111;19.238;69.437;10.219;1.105;0;0
L225301001;168;1.68;31.67;14.2;12.094;13.485;14.577;15.222;14.587;11.962;9.377;8.696;0.49997;0.1076;0.2653;9.2948;2.1905;0.2084;0.3701;0.328;0.0033;63.771;33.275;2.463;0.49;0;0
L231301001;137;1.18;34.03;15;14.452;14.724;12.095;10.644;10.272;11.168;13.333;13.312;0.37656;0.0708;0.1515;14.1304;2.899;0.119;0.3002;0.266;0.002;81.149;17.498;1.197;0.157;0;0
L232161001;146;1.28;42.75;16.4;12.783;13.934;13.463;12.296;11.739;11.864;12.294;11.628;0.33433;0.2554;0.1507;3.9147;2.9063;0.1184;0.5703;0.5054;0.0022;77.86;20.178;1.655;0.306;0;0
L401071001;742;6.72;13.87;12.3;12.907;13.189;15.224;10.558;7.907;10.235;15.198;14.782;0.49269;0.2604;0.4095;3.8405;1.7632;0.3217;0.5758;0.5103;0.0166;5.482;33.664;34.198;24.529;2.127;0
L403301001;681;5.34;18.15;12.5;12.533;13.709;12.681;10.25;8.768;11.921;15.918;14.22;0.56015;0.1824;0.2631;5.4838;2.1999;0.2066;0.4819;0.427;0.0136;9.707;44.411;30.528;14.969;0.385;0
L440000101;418;3;26.34;14.1;12.919;12.413;12.31;12.123;13.318;11.854;11.886;13.176;0.50384;0.2505;0.3116;3.9913;2.0214;0.2447;0.5648;0.5005;0.0081;25.671;62.101;10.559;1.669;0;0
L441171001;392;3.05;55.44;14.5;12.388;11.44;11.705;13.413;13.917;11.514;12.065;13.558;0.53666;0.103;0.255;9.7047;2.2346;0.2003;0.3622;0.321;0.0048;23.748;64.045;10.247;1.93;0.029;0
L465301001;214;2.05;28.8;14.4;16.504;13.288;13.185;10.446;7.54;9.241;12.608;17.189;0.40921;0.1428;0.2836;7.001;2.1187;0.2228;0.4265;0.3779;0.0056;48.618;47.901;3.098;0.377;0.007;0
L503401001;437;4.55;13.24;12.3;12.772;14.062;10.199;10.316;11.894;14.024;14.164;12.57;0.62693;0.1924;0.3679;5.1985;1.8604;0.2889;0.4949;0.4386;0.014;15.05;50.194;24.526;10.044;0.187;0
L510181001;446;4.53;27.78;13.8;12.061;12.487;10.972;11.039;12.047;14.326;14.752;12.316;0.5805;0.1324;0.2703;7.552;2.1703;0.2123;0.4106;0.3639;0.0063;15.841;50.532;23.091;10.148;0.387;0
L513401001;323;2.85;24.46;13;12.103;7.875;9.159;13.958;14.905;14.009;14.962;13.028;0.58699;0.0946;0.2486;10.5758;2.2631;0.1953;0.347;0.3075;0.0057;27.14;63.136;8.406;1.318;0;0
L522302001;325;3.74;22.06;13.3;13.676;13.428;10.948;8.289;9.631;13.477;16.446;14.106;0.57612;0.1367;0.2894;7.3147;2.0974;0.2273;0.4172;0.3697;0.0091;24.386;51.385;17.669;6.452;0.108;0
L532301001;267;2.41;21.93;13.4;14.382;11.835;8.185;9.67;13.737;13.745;13.745;14.701;0.52284;0.0934;0.2402;10.7028;2.3021;0.1887;0.3449;0.3057;0.0053;35.581;59.186;4.824;0.409;0;0
L562301001;298;2.5;16.84;13.2;16.045;12.763;8.144;7.104;12.774;13.847;13.836;15.487;0.61811;0.2469;0.3892;4.0502;1.8088;0.3056;0.5607;0.4969;0.0091;31.123;63.833;4.672;0.372;0;0
L574191001;200;1.98;52.8;15.7;16.593;13.104;10.187;8.449;9.959;10.585;13.793;17.329;0.48342;0.1821;0.3845;5.4915;1.8198;0.302;0.4815;0.4267;0.0038;53.767;41.802;3.867;0.565;0;0
L620201002;117;1.22;46.9;15.8;14.238;11.6;10.461;11.719;13.038;12.879;12.775;13.291;0.31524;0.1208;0.2094;8.2754;2.4656;0.1645;0.3922;0.3476;0.0016;79.319;18.818;1.538;0.325;0;0
M001411001;220;3.26;8.48;12;10.12;6.915;10.851;13.045;13.577;13.577;17.168;14.747;0.16992;0.3238;0.493;3.0885;1.607;0.3872;0.6421;0.569;0.0107;20.279;64.973;14.215;0.532;0;0
M005061020;185;2.4;43.92;15.1;11.448;11.735;13.105;15.366;14.811;11.32;10.895;11.32;0.41593;0.1556;0.3476;6.4263;1.9138;0.273;0.4451;0.3945;0.004;49.949;39.125;8.993;1.915;0.018;0
M011491010;216;2.9;11.59;12.7;16.248;12.974;11.781;13.69;14.33;10.979;7.808;12.19;0.14477;0.2813;0.3337;3.5545;1.9534;0.2621;0.5985;0.5304;0.0122;31.072;57.276;8.908;2.702;0.043;0
M015301010;171;2.99;10.48;12.5;5.955;7.096;10.241;18.055;24.585;14.719;9.704;9.646;0.16151;0.3152;0.4023;3.1727;1.7789;0.316;0.6335;0.5614;0.0148;31.307;52.747;13.616;2.33;0;0
M025061010;160;2.5;77.03;16.1;11.002;10.935;13.038;16.712;16.122;11.167;10.214;10.81;0.40945;0.1102;0.2779;9.0736;2.1403;0.2183;0.3746;0.332;0.0025;46.327;42.447;9.173;2.024;0.028;0
M036151010;200;3.08;34.74;14.6;10.975;11.221;13.783;14.763;13.946;12.041;11.731;11.539;0.43551;0.21;0.2198;4.7627;2.407;0.1726;0.517;0.4582;0.0036;34.326;49.017;12.367;4.247;0.043;0
M041601010;140;2.59;7.68;11.8;16.382;14.161;13.6;9.134;5.768;9.156;14.834;16.966;0;0.2226;0.3369;4.4933;1.9439;0.2646;0.5323;0.4718;0.0078;40.126;48.654;10.076;1.145;0;0
M042151010;166;2.91;64.56;15.5;11.101;11.5;12.949;13.951;13.696;12.71;12.302;11.792;0.36861;0.1293;0.2136;7.7311;2.4414;0.1678;0.4058;0.3596;0.0022;35.456;50.217;11.359;2.942;0.026;0
M042481010;124;2.07;12.32;13.4;15.819;11.179;10.056;11.627;10.319;10.779;13.95;16.273;0.12712;0.3061;0.2647;3.267;2.193;0.2079;0.6243;0.5533;0.0053;45.766;51.762;2.442;0.03;0;0
M052521010;83;2.09;10.89;12.3;9.056;11.696;16.432;18.51;15.166;9.852;8.803;10.484;0.32596;0.1654;0.2259;6.0471;2.3743;0.1774;0.4589;0.4067;0.0053;48.807;46.638;4.465;0.09;0;0
M053501010;85;2.22;15.74;13;9.315;11.176;14.243;18.018;14.393;10.618;11.345;10.892;0.23743;0.1423;0.2621;7.0281;2.2043;0.2058;0.4256;0.3772;0.0049;49.632;42.923;6.913;0.532;0;0
M065311010;85;1.42;27.23;14.1;13.29;16.627;13.366;12.085;15.068;13.825;7.842;7.897;0.55999;0.1202;0.214;8.318;2.4391;0.1681;0.3912;0.3467;0.0026;71.435;27.886;0.674;0.004;0;0
M067401010;84;1.81;6.8;12.2;15.598;19.052;11.178;10.448;20.983;13.86;3.926;4.956;0.70908;0.2447;0.3783;4.0858;1.8346;0.2971;0.5582;0.4947;0.0059;54.623;43.725;1.631;0.021;0;0
M068061010;135;2.39;137.24;17.1;11.666;11.381;12.402;14.894;15.11;12.012;11.065;11.47;0.40665;0.1108;0.2609;9.0287;2.209;0.2049;0.3755;0.3328;0.0016;47.625;42.642;7.951;1.761;0.021;0
